remoteit/*,remoteit,C2,https://github.com/remoteit/desktop/blob/76a48c042f92a232599563a1e48c2f8eff0ddb86/frontend/src/services/cloudController.ts#L124,high,low,medium,Hunting,network flow direction internal --> external,,
tunnelto-client,tunnelto.dev client default user agent,C2,https://github.com/agrinman/tunnelto/blob/06428f13c638180dd349a4c42a17b569ab51a25f/tunnelto/src/update.rs#L35,high,low,high,Hunting,network flow direction internal --> external,,
Mozilla/5.0 (compatible; ngrok),ngrok user agent,C2,https://github.com/inconshreveable/ngrok/blob/8c57fff0e802801778ad42042da5127ae4e4e46a/src/ngrok/conn/conn.go#L143,high,medium,medium,Hunting,network flow direction internal --> external,,
zerodium*,php backdoor - execute code if user agent start with zerodium,Exploitation,https://github.com/php/php-src/blob/2b0f239b211c7544ebc7a4cd2c977a5b7a11ed8a/ext/zlib/zlib.c#L368,high,none,high,Detection rule,network flow direction internal --> external,,
SSLoad/*,SSLoad Malware default user agent,Malware,https://twitter.com/Unit42_Intel/status/1781326222019932535/photo/3,critical,none,critical,Detection rule,network flow direction internal --> external,,
MeshCentral,MeshCentral default user agent,RMM,https://meshcentral.com/,high,none,high,Hunting,network flow direction internal --> external,,
SharpBuster,SharpBuster default UA,Discovery,https://github.com/passthehashbrowns/SharpBuster/blob/19961f0092d4dc952687cb039e05708836ecba19/README.md?plain=1#L43,high,none,high,Detection rule,network flow direction internal --> external,,
"Hello, it's me, Mozilla",mitmproxy test_modifyheaders.py,Network Sniffing,https://github.com/mitmproxy/mitmproxy/blob/d4200a7c0d2f4efd77c44651645b59662a29a54a/test/mitmproxy/addons/test_modifyheaders.py#L97,critical,none,critical,Detectio rule,network flow direction internal --> external,,
mitmproxy/release-bot,mitmproxy release.py,Network Sniffing,https://github.com/mitmproxy/mitmproxy/blob/d4200a7c0d2f4efd77c44651645b59662a29a54a/release/release.py#L21,critical,none,critical,Detectio rule,network flow direction internal --> external,,
Python/mitmproxy,mitmproxy deploy-microsoft-store.py,Network Sniffing,https://github.com/mitmproxy/mitmproxy/blob/d4200a7c0d2f4efd77c44651645b59662a29a54a/release/deploy-microsoft-store.py#L89,critical,none,critical,Detectio rule,network flow direction internal --> external,,
KrbRelayUp/1.0,KrbRelayUp default user-agent,Privilege Escalation,https://github.com/Dec0ne/KrbRelayUp/blob/e919f78afbacdb2c2e86f17267674069a377011c/KrbRelayUp/Kerb/Networking.cs#L633,critical,none,critical,Detection rule,network flow direction internal --> external,,
Yakit/1.0.0,WebShell,C2,https://github.com/yaklang/yakit/blob/c80720533f95bac427ae3b7c860555a77fd8bd43/app/renderer/src/main/src/pages/webShell/WebShellComp.tsx#L314,high,none,high,Detection rule,network flow direction internal --> external,,
pivotnacci/*,Pivotnacci allows you to create a socks server which communicates with HTTP agents,C2,https://github.com/blackarrowsec/pivotnacci/blob/cd8d6a55e335d2f96d73111d786084b2be316ded/pivotnacci#L19,critical,none,critical,Detection rule,network flow direction internal --> external,,
Avast,BunnyLoader v3 employs a variety of fake antivirus (AV) user agents within a brief timeframe - these UA are not the real UA strings from vendors,malware,https://tria.ge/240215-chmlpaeg88/behavioral2,high,low,high,Hunting,network flow direction internal --> internal/external,,
ESET NOD32,BunnyLoader v3 employs a variety of fake antivirus (AV) user agents within a brief timeframe - these UA are not the real UA strings from vendors,malware,https://tria.ge/240215-chmlpaeg88/behavioral2,high,low,high,Hunting,network flow direction internal --> internal/external,,
AVG,BunnyLoader v3 employs a variety of fake antivirus (AV) user agents within a brief timeframe - these UA are not the real UA strings from vendors,malware,https://tria.ge/240215-chmlpaeg88/behavioral2,high,low,high,Hunting,network flow direction internal --> internal/external,,
ESET SECURITY,BunnyLoader v3 employs a variety of fake antivirus (AV) user agents within a brief timeframe - these UA are not the real UA strings from vendors,malware,https://tria.ge/240215-chmlpaeg88/behavioral2,high,low,high,Hunting,network flow direction internal --> internal/external,,
Windows Defender,BunnyLoader v3 employs a variety of fake antivirus (AV) user agents within a brief timeframe - these UA are not the real UA strings from vendors,malware,https://tria.ge/240215-chmlpaeg88/behavioral2,high,low,high,Hunting,network flow direction internal --> internal/external,,
McAffee,BunnyLoader v3 employs a variety of fake antivirus (AV) user agents within a brief timeframe - these UA are not the real UA strings from vendors,malware,https://tria.ge/240215-chmlpaeg88/behavioral2,high,low,high,Hunting,network flow direction internal --> internal/external,,
Google Chrome,BunnyLoader v3 employs a variety of fake antivirus (AV) user agents within a brief timeframe - these UA are not the real UA strings from vendors,malware,https://tria.ge/240215-chmlpaeg88/behavioral2,high,medium,medium,Hunting,network flow direction internal --> internal/external,,
*da58bdb765904300581fe8a818c28cca7c0b62eabd7ce29f181924177c8f13c7*,Backdoor DSLog Ivanti,Malware,https://www.orangecyberdefense.com/fileadmin/general/pdf/Ivanti_Connect_Secure_-_Journey_to_the_core_of_the_DSLog_backdoor.pdf,critical,none,critical,Detection rule,network flow direction internal --> external,,
Advanced Monitoring Agent HTTP Retriever 1.1,N‑able N‑sight RMM agent network communications,RMM,https://github.com/mthcht/ThreatHunting-Keywords,high,medium,medium,Hunting,network flow direction internal --> internal/external,,
Lemon-Duck-*,trojan cryptominer,Cryptominer,https://www.microsoft.com/en-us/security/blog/2021/07/22/when-coin-miners-evolve-part-1-exposing-lemonduck-and-lemoncat-modern-mining-malware-infrastructure/,high,none,high,Detection rule,network flow direction internal --> internal/external + external --> internal for successful connections,,
Mozilla/5.0 (*-bit) dnstwist,user agent used by dnstwist,phishing,https://detect.fyi/detecting-phishing-attempts-with-dnstwist-37c426b3bbb8,critical,none,critical,Detection rule,network flow direction internal --> internal/external,,
"LocusSoftware, NetInstaller",Suricata Malware user-agent rules,Malware,https://raw.githubusercontent.com/seanlinmt/suricata/master/files/rules/emerging-malware.rules,high,low,medium,Detection rule,network flow direction internal --> external,,
ModSecurity CRS 3 test*,OWASP user-agent tests,Exploitation,https://github.com/coreruleset/coreruleset/blob/2bb4d7b5bcde5b0642ea2fba5879ccb01b7b518e/tests/regression/tests/REQUEST-932-APPLICATION-ATTACK-RCE/932131.yaml#L16,medium,medium,low,Hunting,network flow direction internal --> external,,
OWASP *,OWASP user-agent tests,Exploitation,https://github.com/coreruleset/coreruleset/blob/1deaa5fb2469f3080d6e699a95e7dc1383553ccf/CONTRIBUTING.md?plain=1#L413,medium,medium,low,Hunting,network flow direction internal --> external,,
AADInternals,default user agent used by AADInternals,Compliance,https://github.com/Gerenios/AADInternals/blob/0fa2edf5676439cd3fe7c92ed8006b63f0be9632/config.json#L3,high,low,medium,Hunting,network flow direction internal --> external,,
* MASP)*,trojan AV Bypass,Malware,https://www.virustotal.com/gui/file/c1b66f35e1677913974f8bbca2bbe026591756c3e7527a6b695cf200b98ecc70/behavior,high,low,high,Detection rule,network flow direction internal --> internal/external,,
* PowerShell/*,default user agent for powershell (when using Invoke-RestMethod or Invoke-WebRequest for example),Collection,N/A,high,high,medium,Hunting,network flow direction internal --> external,,
* Toolbar *,junk softwares,Compliance,N/A,medium,medium,medium,Hunting,network flow direction internal --> external,,
* Wyzo/*,browser with torrent search integrated,Collection,https://techcrunch.com/2007/06/09/wyzo-bittorrent-focused-browser-and-firefox-extension/,medium,low,high,Detection rule,network flow direction internal --> internal/external,,
* masscan/*,TCP port scanner,Discovery,https://github.com/robertdavidgraham/masscan/blob/9065684c52682d3e12a35559ef72cd0f07838bff/src/templ-payloads.c#L122,high,none,high,Detection rule,network flow direction internal --> internal/external,,
*ivre-masscan*,TCP port scanner,Discovery,https://github.com/robertdavidgraham/masscan/blob/dfd20019c2fe06b915165324e808652ccddba723/src/proto-http.c#L389,high,none,high,Detection rule,network flow direction internal --> internal/external,,
*${jndi:ldap://*,log4j exploit attempts and scans,Exploitation,https://github.com/Diverto/nse-log4shell/blob/main/http-log4shell.nse,critical,none,critical,Detection rule,network flow direction internal --> external or external --> internal for correlation with a strong signal,,
*(Hackintosh*,default user agent for Hackintosh OS,Compliance,N/A,low,low,low,Detection rule,network flow direction internal --> external,,
*(Nikto/*,default user agent for Nikto Vulnerability scanner,Vulnerability Scanner,https://github.com/sullo/nikto/blob/79225c796f533f87f843a3c4968f6680e081ca6b/program/nikto.conf.default#L18,high,none,high,Detection rule,network flow direction internal --> internal/external,,
*-parrot-686*,Parrot linux offensive distribution,Exploitation,N/A,critical,none,critical,Detection rule,network flow direction internal --> internal/external,,
*-parrot-amd64*,Parrot linux offensive distribution,Exploitation,N/A,critical,none,critical,Detection rule,network flow direction internal --> internal/external,,
*/.insufficient/.*,Trident Ursa malware,C2,https://unit42.paloaltonetworks.com/trident-ursa/,critical,none,critical,Detection rule,network flow direction internal --> external,,
*/.josephine/.*,Trident Ursa malware,C2,https://unit42.paloaltonetworks.com/trident-ursa/,critical,none,critical,Detection rule,network flow direction internal --> external,,
*/.justice/.*,Trident Ursa malware,C2,https://unit42.paloaltonetworks.com/trident-ursa/,critical,none,critical,Detection rule,network flow direction internal --> external,,
*/.snventor/.*,Trident Ursa malware,C2,https://unit42.paloaltonetworks.com/trident-ursa/,critical,none,critical,Detection rule,network flow direction internal --> external,,
*/bin/bash*,Suspicious strings observed in exploitations,Exploitation,https://github.com/shadow1ng/fscan/blob/eefd29d102e4b756b23101d6fec8fdc859a43efd/WebScan/pocs/bash-cve-2014-6271.yml#L8 - https://github.com/hktalent/scan4all/blob/448b0d37a423f527686daa60b1246540067476aa/config/51pwn/TPALL/high/rce-shellshock-user-agent.yaml#L11,critical,none,critical,Detection rule,network flow direction internal --> external,,
*/etc/passwd*,Suspicious strings observed in exploitations,Exploitation,N/A,critical,none,critical,Detection rule,network flow direction internal --> external,,
*127.0.0.1*,Suspicious strings observed in exploitations,Exploitation,N/A,critical,none,critical,Detection rule,network flow direction internal --> external,,
*; echo $*,Suspicious strings observed in exploitations,Exploitation,N/A,critical,none,critical,Detection rule,network flow direction internal --> external,,
*; googleweblight)*,Google weblight proxy service,Defense Evasion,https://chrome.google.com/webstore/detail/open-via-google-web-light/mjmakbbjhpnaebjpopafngkoliinenji,high,none,high,Detection rule,network flow direction internal --> external,,
*Arachni/*,arachni default user agent,Vulnerability Scanner,https://github.com/Arachni/arachni/blob/8e5c5d0a9fd6c5555bc3bbf411c8fa411f12b6db/spec/arachni/option_groups/http_spec.rb#L18,high,none,high,Detection rule,network flow direction internal --> external,,
*Arch Linux*,ArchLinux distribution often used by pentester,Compliance,N/A,critical,none,critical,Detection rule,network flow direction internal --> external,,

